pedido_id,data_emissao,cliente_id,razao_social,vendedor_id,vendedor,regiao,sku,descricao,categoria,fornecedor,quantidade,preco_unit,desconto_pct,valor_total,custo_total,margem_bruta_pct,forma_pagamento,prazo_dias,status
PED-108286,2025-04-23,AUR-0029,Ricardo Santos Construções Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,4,16.23,2.46,63.32,39.2,38.09,PIX,60,Faturado
PED-108287,2025-04-23,AUR-0091,Patrícia Silva Materiais Elétricos Ltda,V001,Carla Mendes,SP-Capital,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,20,48.94,1.2,967.05,568.0,41.26,Cartão,28,Faturado
PED-108288,2025-04-23,AUR-0002,Vipar Engenharia EIRELI,V001,Carla Mendes,SP-Capital,CABO-0001,"Cabo Flex 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,291.85,2.9,283.37,198.4,29.99,Cartão,15,Faturado
PED-108288,2025-04-23,AUR-0002,Vipar Engenharia EIRELI,V001,Carla Mendes,SP-Capital,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,8,92.64,3.4,715.89,593.85,17.05,PIX,28,Faturado
PED-108289,2025-04-23,AUR-0092,Roberto Rodrigues Instaladora Ltda,V004,Roberto Almeida,SP-Capital,CABO-0005,"Cabo PP 3x2,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,2,299.71,3.03,581.24,436.8,24.85,Cartão,30,Faturado
PED-108289,2025-04-23,AUR-0092,Roberto Rodrigues Instaladora Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0034,Eletrocalha Lisa 100x50x3000 Cemar,Automação e Infra,Cemar,20,133.6,0.94,2646.78,1768.0,33.2,PIX,15,Faturado
PED-108289,2025-04-23,AUR-0092,Roberto Rodrigues Instaladora Ltda,V004,Roberto Almeida,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,3,459.8,1.93,1352.84,937.5,30.7,Cartão,28,Faturado
PED-108290,2025-04-23,AUR-0359,Ana Rodrigues Engenharia Ltda,V006,Eduarda Carvalho,Interior-SP,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,18,65.1,0.55,1165.38,795.04,31.78,Boleto,30,Faturado
PED-108290,2025-04-23,AUR-0359,Ana Rodrigues Engenharia Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,15,16.63,2.44,243.41,147.0,39.61,PIX,30,Faturado
PED-108291,2025-04-23,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,LED-0016,Refletor LED 100W IP65 Avant,Iluminação LED,Avant,146,168.15,4.93,23341.22,18974.53,18.71,Boleto,60,Faturado
PED-108291,2025-04-23,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,INFRA-0037,Conector Wago 3 Vias 32A,Automação e Infra,Wago,56,8.65,4.47,462.52,268.8,41.88,Boleto,90,Faturado
PED-108291,2025-04-23,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,INFRA-0034,Eletrocalha Lisa 100x50x3000 Cemar,Automação e Infra,Cemar,43,126.84,8.38,4996.88,3801.2,23.93,Boleto,75,Faturado
PED-108291,2025-04-23,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,96,71.06,4.81,6493.05,5816.4,10.42,Boleto,45,Faturado
PED-108292,2025-04-23,AUR-0195,Camila Santos Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,3,431.06,1.68,1271.46,861.0,32.28,Cartão,28,Faturado
PED-108292,2025-04-23,AUR-0195,Camila Santos Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,2,110.43,0.17,220.48,156.8,28.88,Cartão,30,Faturado
PED-108292,2025-04-23,AUR-0195,Camila Santos Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,4,432.38,2.71,1682.57,1250.0,25.71,Boleto,15,Faturado
PED-108293,2025-04-23,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,112,18.49,8.52,1893.96,1366.4,27.85,Boleto,60,Faturado
PED-108293,2025-04-23,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,CABO-0004,"Cabo PP 3x1,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,32,208.99,7.95,6156.3,4569.6,25.77,Boleto,60,Faturado
PED-108293,2025-04-23,AUR-0001,Vipar Engenharia Ltda,V001,Carla Mendes,SP-Capital,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,31,398.74,7.65,11414.93,8897.0,22.06,Boleto,60,Faturado
PED-108294,2025-04-23,AUR-0080,Roberto Costa Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,12,38.62,0.85,459.53,297.6,35.24,PIX,30,Faturado
PED-108295,2025-04-23,AUR-0075,Juliana Costa Instaladora Ltda,V005,João Bittencourt,Interior-SP,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,20,59.74,0.76,1185.8,883.38,25.5,PIX,28,Faturado
PED-108295,2025-04-23,AUR-0075,Juliana Costa Instaladora Ltda,V005,João Bittencourt,Interior-SP,QDR-0021,Quadro Distribuição 24DIN Steck,Quadros e Disjuntores,Steck,7,201.97,3.44,1365.23,941.5,31.04,Cartão,15,Faturado
PED-108295,2025-04-23,AUR-0075,Juliana Costa Instaladora Ltda,V005,João Bittencourt,Interior-SP,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,20,405.46,3.81,7799.99,5740.0,26.41,PIX,15,Faturado
PED-108296,2025-04-23,AUR-0361,Fernando Santos Instaladora Ltda,V001,Carla Mendes,SP-Capital,INFRA-0040,Switch 8 portas Gigabit Intelbras,Automação e Infra,Intelbras,8,336.01,4.66,2562.72,1744.0,31.95,Boleto,45,Faturado
PED-108296,2025-04-23,AUR-0361,Fernando Santos Instaladora Ltda,V001,Carla Mendes,SP-Capital,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,2,112.72,5.7,212.6,156.8,26.25,Boleto,60,Faturado
PED-108296,2025-04-23,AUR-0361,Fernando Santos Instaladora Ltda,V001,Carla Mendes,SP-Capital,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,11,73.26,3.93,774.24,666.46,13.92,Boleto,30,Faturado
PED-108297,2025-04-23,AUR-0080,Roberto Costa Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,10,19.76,1.24,195.17,122.0,37.49,PIX,28,Faturado
PED-108297,2025-04-23,AUR-0080,Roberto Costa Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,2,46.23,3.79,88.95,56.8,36.14,Boleto,28,Faturado
PED-108297,2025-04-23,AUR-0080,Roberto Costa Engenharia Ltda,V003,Patricia Yoshida,SP-Capital,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,17,39.23,3.51,643.58,421.6,34.49,Boleto,15,Faturado
PED-108298,2025-04-24,AUR-0096,Ricardo Oliveira Materiais Elétricos Ltda,V007,Diego Salgueiro,Sul-MG,CABO-0003,"Cabo Flex 6,0mm² 100m Prysmian",Cabos e Fios,Prysmian,1,671.86,1.33,662.95,488.2,26.36,PIX,0,Faturado
PED-108298,2025-04-24,AUR-0096,Ricardo Oliveira Materiais Elétricos Ltda,V007,Diego Salgueiro,Sul-MG,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,7,13.92,0.4,97.02,63.13,34.93,PIX,30,Faturado
PED-108299,2025-04-24,AUR-0030,GoodTech Automação Ltda,V002,Marcos Tavares,SP-Capital,QDR-0026,Disjuntor Tripolar 63A Curva C Schneider,Quadros e Disjuntores,Schneider,2,182.2,3.06,194.3,136.4,29.8,Cartão,28,Faturado
PED-108299,2025-04-24,AUR-0030,GoodTech Automação Ltda,V002,Marcos Tavares,SP-Capital,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,4,549.28,1.3,1192.74,852.72,28.51,Cartão,30,Faturado
PED-108299,2025-04-24,AUR-0030,GoodTech Automação Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0033,Caixa de Passagem 200x200x100 PVC,Automação e Infra,Tramontina,18,73.26,3.28,701.51,477.18,31.98,Boleto,30,Faturado
PED-108299,2025-04-24,AUR-0030,GoodTech Automação Ltda,V002,Marcos Tavares,SP-Capital,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,5,113.34,1.75,306.25,277.27,9.46,Boleto,30,Faturado
PED-108300,2025-04-24,AUR-0290,Vanessa Oliveira Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,LED-0017,Spot LED 5W Embutir Empalux,Iluminação LED,Empalux,8,15.04,3.03,116.7,79.55,31.83,PIX,0,Faturado
PED-108300,2025-04-24,AUR-0290,Vanessa Oliveira Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,6,49.6,2.58,289.9,170.4,41.22,PIX,15,Faturado
PED-108301,2025-04-24,AUR-0214,Juliana Santos Engenharia Ltda,V008,Luana Prado,Sul-MG,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,3,214.78,5.0,612.15,426.0,30.41,Boleto,30,Faturado
PED-108301,2025-04-24,AUR-0214,Juliana Santos Engenharia Ltda,V008,Luana Prado,Sul-MG,CABO-0001,"Cabo Flex 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,4,283.23,2.34,1106.42,793.6,28.27,Boleto,60,Faturado
PED-108301,2025-04-24,AUR-0214,Juliana Santos Engenharia Ltda,V008,Luana Prado,Sul-MG,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,6,14.03,2.16,82.38,54.11,34.32,Boleto,45,Faturado
PED-108301,2025-04-24,AUR-0214,Juliana Santos Engenharia Ltda,V008,Luana Prado,Sul-MG,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,18,16.01,3.79,277.17,176.4,36.36,PIX,45,Faturado
PED-108302,2025-04-24,AUR-0123,Ricardo Costa Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,2,14.68,2.36,28.67,18.04,37.08,Boleto,30,Faturado
PED-108303,2025-04-24,AUR-0115,Juliana Pereira Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,20,18.07,2.1,353.79,224.0,36.69,Cartão,28,Faturado
PED-108303,2025-04-24,AUR-0115,Juliana Pereira Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,CABO-0007,"Fio Sólido 1,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,125.85,1.1,124.47,88.2,29.14,PIX,28,Faturado
PED-108304,2025-04-24,AUR-0216,Roberto Rodrigues Engenharia Ltda,V008,Luana Prado,Sul-MG,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,13,19.74,1.94,251.61,145.6,42.13,Cartão,15,Faturado
PED-108304,2025-04-24,AUR-0216,Roberto Rodrigues Engenharia Ltda,V008,Luana Prado,Sul-MG,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,2,124.88,1.38,246.33,201.65,18.14,PIX,30,Faturado
PED-108305,2025-04-24,AUR-0074,Eduardo Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,7,60.77,2.25,415.82,309.18,25.65,Cartão,28,Faturado
PED-108305,2025-04-24,AUR-0074,Eduardo Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0004,"Cabo PP 3x1,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,3,209.48,0.1,627.83,428.4,31.76,Boleto,30,Faturado
PED-108305,2025-04-24,AUR-0074,Eduardo Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0001,"Cabo Flex 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,303.26,2.8,294.77,198.4,32.69,Boleto,0,Faturado
PED-108305,2025-04-24,AUR-0074,Eduardo Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0040,Switch 8 portas Gigabit Intelbras,Automação e Infra,Intelbras,5,353.86,3.58,1705.92,1090.0,36.1,Boleto,0,Faturado
PED-108306,2025-04-24,AUR-0023,Eletroshow S/A,V005,João Bittencourt,Interior-SP,INFRA-0034,Eletrocalha Lisa 100x50x3000 Cemar,Automação e Infra,Cemar,17,134.93,2.55,2235.29,1502.8,32.77,PIX,15,Faturado
PED-108306,2025-04-24,AUR-0023,Eletroshow S/A,V005,João Bittencourt,Interior-SP,INFRA-0034,Eletrocalha Lisa 100x50x3000 Cemar,Automação e Infra,Cemar,1,132.72,1.18,131.16,88.4,32.6,Boleto,28,Faturado
PED-108307,2025-04-24,AUR-0239,Fernando Oliveira Instaladora Ltda,V001,Carla Mendes,SP-Capital,INFRA-0033,Caixa de Passagem 200x200x100 PVC,Automação e Infra,Tramontina,5,76.25,5.52,360.2,241.0,33.09,Boleto,45,Faturado
PED-108307,2025-04-24,AUR-0239,Fernando Oliveira Instaladora Ltda,V001,Carla Mendes,SP-Capital,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,20,513.12,4.6,9790.65,6240.0,36.27,Boleto,30,Faturado
PED-108307,2025-04-24,AUR-0239,Fernando Oliveira Instaladora Ltda,V001,Carla Mendes,SP-Capital,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,19,64.79,2.55,1199.5,839.21,30.04,Boleto,30,Faturado
PED-108308,2025-04-24,AUR-0365,Patrícia Oliveira Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,18,20.31,2.89,355.01,219.6,38.14,Cartão,30,Faturado
PED-108308,2025-04-24,AUR-0365,Patrícia Oliveira Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0005,"Cabo PP 3x2,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,2,324.21,0.69,643.91,436.8,32.16,PIX,0,Faturado
PED-108308,2025-04-24,AUR-0365,Patrícia Oliveira Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,9,122.1,1.81,1079.03,793.8,26.43,Cartão,0,Faturado
PED-108308,2025-04-24,AUR-0365,Patrícia Oliveira Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,3,268.81,2.77,784.12,534.0,31.9,PIX,0,Faturado
PED-108308,2025-04-24,AUR-0365,Patrícia Oliveira Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,3,214.58,3.7,619.92,426.0,31.28,Cartão,30,Faturado
PED-108308,2025-04-24,AUR-0365,Patrícia Oliveira Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,2,213.46,1.13,422.11,284.0,32.72,Cartão,30,Faturado
PED-108309,2025-04-24,AUR-0351,Camila Costa Engenharia Ltda,V005,João Bittencourt,Interior-SP,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,3,412.68,3.05,1200.25,861.0,28.26,PIX,30,Faturado
PED-108309,2025-04-24,AUR-0351,Camila Costa Engenharia Ltda,V005,João Bittencourt,Interior-SP,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,4,440.25,0.31,1755.5,1250.0,28.8,Boleto,0,Faturado
PED-108310,2025-04-24,AUR-0139,Marcos Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,3,115.19,1.55,340.22,235.2,30.87,Boleto,0,Faturado
PED-108310,2025-04-24,AUR-0139,Marcos Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,LED-0019,Luminária Pendente LED 24W,Iluminação LED,Importado-CN,11,125.4,2.9,1339.46,992.06,25.94,Boleto,15,Faturado
PED-108310,2025-04-24,AUR-0139,Marcos Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,1,254.64,2.45,248.41,178.0,28.34,PIX,28,Faturado
PED-108311,2025-04-24,AUR-0211,Vanessa Rodrigues Instaladora Ltda,V008,Luana Prado,Sul-MG,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,4,547.9,3.37,2117.79,1550.4,26.79,Boleto,30,Faturado
PED-108311,2025-04-24,AUR-0211,Vanessa Rodrigues Instaladora Ltda,V008,Luana Prado,Sul-MG,QDR-0025,Disjuntor Bipolar 40A Curva C Steck,Quadros e Disjuntores,Steck,14,59.49,0.3,830.33,537.6,35.25,PIX,15,Faturado
PED-108312,2025-04-24,AUR-0045,Camila Rodrigues Comércio Elétrico Ltda,V007,Diego Salgueiro,Sul-MG,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,17,20.23,3.46,331.97,207.4,37.52,Cartão,28,Faturado
PED-108312,2025-04-24,AUR-0045,Camila Rodrigues Comércio Elétrico Ltda,V007,Diego Salgueiro,Sul-MG,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,19,19.39,2.21,360.32,212.8,40.94,PIX,30,Faturado
PED-108312,2025-04-24,AUR-0045,Camila Rodrigues Comércio Elétrico Ltda,V007,Diego Salgueiro,Sul-MG,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,3,18.47,2.31,54.13,33.6,37.93,PIX,28,Cancelado
PED-108313,2025-04-24,AUR-0288,Marcos Fernandes Materiais Elétricos Ltda,V007,Diego Salgueiro,Sul-MG,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,18,117.13,0.29,2102.36,1814.85,13.68,Cartão,30,Faturado
PED-108313,2025-04-24,AUR-0288,Marcos Fernandes Materiais Elétricos Ltda,V007,Diego Salgueiro,Sul-MG,CABO-0007,"Fio Sólido 1,5mm² 100m Prysmian",Cabos e Fios,Prysmian,3,138.52,0.34,414.14,264.6,36.11,Boleto,0,Faturado
PED-108314,2025-04-24,AUR-0055,Eduardo Almeida Construções Ltda,V005,João Bittencourt,Interior-SP,QDR-0024,Disjuntor Monopolar 25A Curva C Steck,Quadros e Disjuntores,Steck,1,19.47,3.34,18.82,11.8,37.3,Cartão,30,Faturado
PED-108314,2025-04-24,AUR-0055,Eduardo Almeida Construções Ltda,V005,João Bittencourt,Interior-SP,CABO-0003,"Cabo Flex 6,0mm² 100m Prysmian",Cabos e Fios,Prysmian,3,739.68,2.68,2159.49,1464.6,32.18,Cartão,0,Faturado
PED-108315,2025-04-24,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,LED-0019,Luminária Pendente LED 24W,Iluminação LED,Importado-CN,7,132.77,0.61,923.7,631.31,31.65,PIX,30,Faturado
PED-108315,2025-04-24,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,CABO-0001,"Cabo Flex 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,4,279.51,0.19,1115.94,793.6,28.89,PIX,30,Faturado
PED-108315,2025-04-24,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,7,14.47,1.26,100.01,63.13,36.88,Boleto,0,Faturado
PED-108315,2025-04-24,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,CABO-0003,"Cabo Flex 6,0mm² 100m Prysmian",Cabos e Fios,Prysmian,3,744.91,0.31,2227.71,1464.6,34.26,Boleto,0,Faturado
PED-108315,2025-04-24,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,3,445.16,2.44,1302.86,937.5,28.04,Boleto,0,Faturado
PED-108316,2025-04-24,AUR-0224,Camila Rodrigues Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,5,39.07,0.57,194.24,124.0,36.16,Boleto,15,Faturado
PED-108316,2025-04-24,AUR-0224,Camila Rodrigues Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,4,242.93,3.64,936.34,712.0,23.96,Boleto,0,Faturado
PED-108317,2025-04-24,AUR-0305,Ana Costa Instaladora Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,19,16.84,2.08,313.31,186.2,40.57,Boleto,30,Faturado
PED-108318,2025-04-24,AUR-0077,Fernando Fernandes Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,6,66.46,1.23,393.83,265.01,32.71,PIX,30,Faturado
PED-108318,2025-04-24,AUR-0077,Fernando Fernandes Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,7,91.45,1.43,631.05,519.62,17.66,Cartão,0,Faturado
PED-108318,2025-04-24,AUR-0077,Fernando Fernandes Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,18,18.97,3.78,328.6,219.6,33.17,Boleto,28,Faturado
PED-108319,2025-04-24,AUR-0198,Marcos Silva Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0025,Disjuntor Bipolar 40A Curva C Steck,Quadros e Disjuntores,Steck,5,64.82,2.2,316.99,192.0,39.43,Boleto,15,Faturado
PED-108319,2025-04-24,AUR-0198,Marcos Silva Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,INFRA-0038,Sensor de Presença Bivolt Intelbras,Automação e Infra,Intelbras,16,120.97,2.57,1885.79,1248.0,33.82,PIX,28,Faturado
PED-108319,2025-04-24,AUR-0198,Marcos Silva Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,16,407.4,3.18,6311.04,4592.0,27.24,Cartão,15,Faturado
PED-108320,2025-04-24,AUR-0012,Brilho Materiais Elétricos EIRELI,V007,Diego Salgueiro,Sul-MG,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,5,122.32,0.83,606.54,504.12,16.89,Cartão,15,Faturado
PED-108320,2025-04-24,AUR-0012,Brilho Materiais Elétricos EIRELI,V007,Diego Salgueiro,Sul-MG,INFRA-0037,Conector Wago 3 Vias 32A,Automação e Infra,Wago,5,8.58,2.43,41.84,24.0,42.64,Boleto,0,Faturado
PED-108320,2025-04-24,AUR-0012,Brilho Materiais Elétricos EIRELI,V007,Diego Salgueiro,Sul-MG,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,10,451.44,3.46,4358.33,2870.0,34.15,Boleto,28,Faturado
PED-108320,2025-04-24,AUR-0012,Brilho Materiais Elétricos EIRELI,V007,Diego Salgueiro,Sul-MG,INFRA-0037,Conector Wago 3 Vias 32A,Automação e Infra,Wago,10,8.86,3.59,85.37,48.0,43.77,Boleto,0,Faturado
PED-108320,2025-04-24,AUR-0012,Brilho Materiais Elétricos EIRELI,V007,Diego Salgueiro,Sul-MG,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,3,251.57,3.27,729.99,534.0,26.85,PIX,15,Faturado
PED-108321,2025-04-24,AUR-0328,Eduardo Pereira Engenharia Ltda,V008,Luana Prado,Sul-MG,INFRA-0038,Sensor de Presença Bivolt Intelbras,Automação e Infra,Intelbras,14,123.17,1.48,1698.94,1092.0,35.72,PIX,15,Faturado
PED-108321,2025-04-24,AUR-0328,Eduardo Pereira Engenharia Ltda,V008,Luana Prado,Sul-MG,CABO-0005,"Cabo PP 3x2,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,4,326.48,3.29,1263.02,873.6,30.83,Boleto,30,Faturado
PED-108321,2025-04-24,AUR-0328,Eduardo Pereira Engenharia Ltda,V008,Luana Prado,Sul-MG,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,10,74.48,1.62,732.74,605.88,17.31,Cartão,30,Faturado
PED-108322,2025-04-24,AUR-0198,Marcos Silva Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,5,13.77,3.8,66.22,45.09,31.91,PIX,15,Faturado
PED-108322,2025-04-24,AUR-0198,Marcos Silva Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,5,50.65,3.94,243.26,142.0,41.63,Boleto,30,Faturado
PED-108323,2025-04-24,AUR-0282,Fernando Oliveira Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,14,73.42,2.58,1001.32,848.23,15.29,PIX,15,Faturado
PED-108323,2025-04-24,AUR-0282,Fernando Oliveira Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,CABO-0004,"Cabo PP 3x1,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,2,195.06,2.23,381.44,285.6,25.13,Cartão,15,Faturado
PED-108323,2025-04-24,AUR-0282,Fernando Oliveira Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,CABO-0004,"Cabo PP 3x1,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,2,203.31,3.31,393.16,285.6,27.36,Boleto,15,Faturado
